uid,Velocity_3mon_ClkNum_per_uid,Velocity_3mon_pid_per_uid,Velocity_3mon_pidParam_per_uid,Velocity_LtoN_intervalPerClk_per_uid,Velocity_3mon_uMax_upid_per_uid,Velocity_3mon_Max_pid_per_uid,Velocity_3mon_uMax_upidParam_per_uid,Velocity_3mon_Max_pidParam_per_uid,Velocity_EtoNavg_intervalPerClk_per_uid
54181,38,4,10,34,0.6316,0.1012,0.2632,0.0052,62
54183,136,6,8,35,0.4853,0.2738,0.5735,0.0402,76.9632
54185,80,2,5,33,0.9625,0.222,0.525,0.0216,71.275
54186,13,3,6,43,0.6154,0.028,0.3077,0.0021,68.2308
54187,67,7,12,43,0.4627,0.1308,0.2239,0.0077,45.209
54188,27,4,10,37,0.4074,0.0464,0.3333,0.0046,62.9259
54189,65,7,10,43,0.5385,0.048,0.3846,0.0129,85.4462
54191,57,4,6,30,0.7544,0.1505,0.5965,0.0175,73.5614
54192,175,8,17,40,0.5486,0.3983,0.2571,0.0232,81.5257
54193,4,1,1,85,1,0.001,1,0.0022,85
54194,2,2,2,84,0.5,0.0026,0.5,0.0005,98.5
54195,170,7,8,32,0.5882,0.4218,0.5765,0.0505,77.2294
54196,54,3,4,32,0.8519,0.0293,0.7222,0.0201,78.3148
54197,16,5,10,45,0.6875,0.0518,0.3125,0.0026,86.9375
54199,39,6,10,40,0.359,0.0581,0.3077,0.0062,78.3333
54200,212,9,14,31,0.4292,0.1248,0.467,0.051,91.1321
54201,958,8,29,30,0.8382,1.1011,0.2088,0.1031,80.4854
54203,12,4,4,47,0.6667,0.0337,0.6667,0.0041,84.8333
54204,156,8,16,31,0.5064,0.1083,0.391,0.0314,78.0577
54205,124,5,10,33,0.9194,0.5373,0.4194,0.0268,78.5484
54206,18,4,7,42,0.5,0.0344,0.3889,0.0036,66
54207,9,2,3,51,0.6667,0.0038,0.5556,0.0026,94.5556
54208,142,5,14,30,0.4366,0.085,0.1408,0.0103,61.2887
54209,189,8,18,31,0.6772,0.1755,0.3175,0.0309,94.0423
54210,41,6,8,36,0.6341,0.1097,0.5122,0.0108,73.7805
54211,14,4,4,65,0.5714,0.0306,0.6429,0.0046,85.9286
54212,11,3,3,47,0.4545,0.0191,0.4545,0.0026,90
54213,73,6,16,32,0.7397,0.074,0.3836,0.0144,82.8082
54214,132,10,16,35,0.2652,0.048,0.3788,0.0258,72.7803
54215,48,7,11,55,0.4375,0.0288,0.2917,0.0072,79.125
54217,36,6,14,36,0.3611,0.0178,0.3333,0.0062,78.0278
54218,160,9,18,38,0.425,0.0932,0.2,0.0165,71.2563
54220,8,3,3,39,0.625,0.0207,0.75,0.0031,43.625
54221,69,4,7,33,0.9565,0.3111,0.4493,0.016,89.058
54222,134,7,13,31,0.8358,0.1536,0.3507,0.0242,76.1343
54223,171,9,20,31,0.5439,0.3923,0.2222,0.0196,68.4795
54224,55,1,2,39,1,0.0133,0.6545,0.0198,87.5273
54225,39,5,9,36,0.6667,0.0357,0.2821,0.0057,84.6923
54226,5,1,3,68,1,0.0012,0.6,0.0016,79
54227,64,4,14,33,0.4688,0.1245,0.2969,0.0098,75.5781
54228,537,9,17,30,0.4041,0.9153,0.3892,0.1077,76.2291
54229,4,1,1,30,1,0.0025,1,0.0021,32
54231,44,3,7,33,0.8636,0.1452,0.7045,0.016,79.9091
54233,139,8,14,33,0.4964,0.2911,0.518,0.0371,73.4532
54234,162,9,15,36,0.5679,0.1262,0.6358,0.0531,90.2407
54235,309,8,24,31,0.6861,0.2907,0.3819,0.0608,68.4887
54236,112,7,9,31,0.7232,0.336,0.4464,0.0258,79.3036
54237,45,2,6,34,0.8,0.0229,0.4,0.0093,68.2444
54238,275,9,19,30,0.6,0.2263,0.2545,0.0361,71.1127
54239,67,7,7,32,0.8507,0.2404,0.4627,0.016,75.5672
54240,210,7,13,34,0.6571,0.1892,0.319,0.0345,73.2762
54241,46,5,8,30,0.5,0.0879,0.413,0.0098,66.0217
54243,109,8,16,30,0.4679,0.0699,0.3119,0.0175,81.8807
54245,183,8,11,33,0.4262,0.329,0.4372,0.0412,72.776
54246,116,7,11,30,0.7845,0.1248,0.5,0.0299,84.2845
54247,49,6,13,47,0.3878,0.0261,0.2653,0.0067,87.1429
54248,67,6,9,33,0.7015,0.1983,0.403,0.0139,74.1343
54249,115,8,14,31,0.4783,0.0754,0.3826,0.0227,84.8435
54251,79,6,7,35,0.8987,0.2946,0.5443,0.0222,79.4937
54252,52,6,9,35,0.4423,0.1084,0.5192,0.0139,77.7308
54253,33,4,9,38,0.8485,0.1181,0.5152,0.0088,87.7879
54254,3,2,2,66,0.6667,0.0053,0.6667,0.001,67.3333
54256,26,6,10,55,0.3077,0.011,0.2692,0.0036,80.8462
54257,46,6,13,35,0.4348,0.0274,0.2174,0.0052,68.4565
54258,102,8,13,36,0.3922,0.0549,0.3235,0.017,81.598
54259,26,3,6,32,0.8462,0.0928,0.6538,0.0088,106.8846
54260,30,4,9,30,0.7667,0.1084,0.4,0.0062,81.8
54262,230,9,25,39,0.5,0.1577,0.1565,0.0186,89.0652
54263,62,7,12,30,0.4839,0.0411,0.2419,0.0077,82.4355
54265,460,7,19,30,0.6848,1.3287,0.4522,0.1072,69.4435
54266,231,8,20,31,0.5238,0.1659,0.303,0.0361,77.8701
54267,47,6,12,31,0.4894,0.0315,0.4043,0.0098,76.9787
54268,154,10,23,33,0.4805,0.1015,0.3117,0.0247,81.7532
54269,43,6,12,41,0.4884,0.0288,0.3953,0.0088,65.4419
54270,75,7,15,34,0.6533,0.0672,0.5333,0.0206,68.0133
54271,155,7,15,30,0.4,0.085,0.4194,0.0335,74.0516
54272,45,5,8,40,0.8,0.1697,0.3111,0.0072,72.7111
54273,124,7,17,30,0.8145,0.1385,0.371,0.0237,72.5887
54275,78,8,11,38,0.5513,0.059,0.2821,0.0113,85.8462
54276,167,7,16,30,0.7066,0.1618,0.4551,0.0392,62.1078
54277,66,9,13,36,0.4697,0.0425,0.3485,0.0119,80.9848
54278,15,4,8,36,0.5333,0.011,0.2667,0.0021,69.5333
54281,362,9,20,35,0.395,0.6032,0.2597,0.0484,80.8564
54282,114,6,8,32,0.5614,0.3016,0.5088,0.0299,74.6667
54283,222,5,11,31,0.7162,0.6707,0.3829,0.0438,75.5991
54284,8,3,2,50,0.75,0.0038,0.875,0.0036,75.625
54285,369,10,26,30,0.4065,0.2057,0.2764,0.0526,64.4092
54286,11,3,5,49,0.8182,0.0344,0.6364,0.0036,64
54287,83,5,12,31,0.6627,0.0754,0.3253,0.0139,72.9398
54288,69,9,16,32,0.2319,0.0675,0.2174,0.0077,78.7971
54289,63,6,9,32,0.3968,0.1055,0.3968,0.0129,65.2222
54290,46,5,9,34,0.6087,0.107,0.3913,0.0093,62.0652
54292,53,4,5,38,0.4717,0.0955,0.4528,0.0124,80.0566
54293,550,8,14,30,0.3509,0.8141,0.3964,0.1123,64.26
54294,55,9,16,43,0.3636,0.0274,0.2182,0.0062,93.7091
54295,50,3,9,43,0.62,0.1184,0.34,0.0088,79.94
54296,57,6,10,32,0.5965,0.1434,0.3509,0.0103,65.2807
54297,215,4,23,33,0.8605,0.2537,0.2465,0.0273,88.0884
54298,67,5,10,31,0.6716,0.1867,0.5373,0.0186,80.6866
54299,70,6,7,35,0.5571,0.1838,0.4714,0.017,64.2143
54302,2,1,1,79,1,0.0013,1,0.001,79
54303,82,7,13,36,0.5122,0.1772,0.2683,0.0113,84.7805
54304,206,7,14,30,0.4854,0.1371,0.4029,0.0428,82.0243
54305,36,5,8,61,0.4167,0.0622,0.4444,0.0082,86.9444
54306,72,7,12,31,0.6944,0.2357,0.375,0.0139,78.1806
54307,69,6,8,46,0.8551,0.2489,0.4348,0.0155,83.5507
54308,18,4,4,33,0.6111,0.0464,0.6111,0.0057,75.8333
54309,73,5,11,37,0.4658,0.1434,0.4932,0.0186,82.3973
54310,51,6,14,39,0.4706,0.1012,0.2353,0.0062,69.2549
54311,10,3,5,92,0.4,0.0025,0.5,0.0026,94.2
54313,305,9,14,30,0.6787,0.2839,0.6984,0.1098,69.6754
54314,52,5,7,39,0.8462,0.1681,0.4231,0.0113,79.3846
54316,7,2,3,36,0.7143,0.0236,0.4286,0.0015,51
54317,431,8,18,31,0.4524,0.2674,0.4223,0.0938,77.7703
54318,83,9,15,35,0.5422,0.0617,0.1687,0.0072,71.4096
54319,55,6,9,34,0.6182,0.1411,0.3455,0.0098,75.1818
54321,8,5,4,40,0.25,0.0076,0.375,0.0015,40
54322,81,3,6,33,0.6543,0.0337,0.2716,0.0113,76.5309
54323,151,7,22,30,0.3576,0.074,0.298,0.0232,72.2583
54324,95,5,10,35,0.7053,0.1764,0.5158,0.0253,68.9474
54325,42,4,8,30,0.5714,0.1131,0.2619,0.0057,70.8333
54326,74,5,9,34,0.8243,0.2531,0.2973,0.0113,73.9459
54329,186,9,18,34,0.4355,0.1111,0.4624,0.0443,79.7419
54330,84,7,12,36,0.4524,0.0521,0.381,0.0165,62.5357
54331,30,4,6,39,0.6,0.0848,0.5667,0.0088,64
54332,135,7,14,30,0.5704,0.3248,0.2444,0.017,70.1481
54333,413,7,22,31,0.678,0.384,0.523,0.1113,77.3317
54334,183,8,12,30,0.3443,0.0864,0.4153,0.0392,76.071
54335,7,3,4,49,0.7143,0.0132,0.5714,0.0021,49
54336,206,8,24,31,0.4612,0.1303,0.1893,0.0201,85.7136
54337,525,10,25,30,0.3276,0.2359,0.2971,0.0804,87.3619
54338,80,4,8,33,0.7875,0.1659,0.5125,0.0211,89.3375
54339,85,3,6,33,0.9765,0.2905,0.6353,0.0278,80.0353
54340,351,7,16,30,0.6296,0.9169,0.3276,0.0593,71.8746
54341,71,8,11,35,0.4507,0.135,0.3944,0.0144,74.7465
54342,403,8,18,30,0.603,1.025,0.3896,0.0809,66.9206
54343,291,7,16,37,0.6667,0.8048,0.2405,0.0361,80.8179
54346,79,7,13,34,0.4557,0.1519,0.2785,0.0113,80.1013
54347,141,5,11,37,0.7447,0.4356,0.234,0.017,76.234
54348,111,7,12,38,0.6036,0.0919,0.5676,0.0325,82.6847
54349,148,6,14,34,0.7162,0.4471,0.3986,0.0304,73.9797
54350,199,9,21,33,0.4975,0.1358,0.3417,0.035,75.4372
54352,2,1,1,106,1,0.0005,1,0.0015,106.5
54353,108,6,12,36,0.9167,0.4176,0.4074,0.0227,70.1296
54354,24,2,4,34,0.9583,0.0879,0.5,0.045,71.75
54355,5,2,2,90,0.8,0.0055,0.8,0.0061,90
54356,295,9,15,31,0.4034,0.1632,0.3695,0.0562,66.9593
54357,12,2,4,51,0.8333,0.0064,0.3333,0.0021,77.1667
54358,67,4,8,31,0.6269,0.147,0.403,0.0139,66.7015
54359,171,6,16,37,0.6842,0.1604,0.3216,0.0283,74.7953
54360,57,5,9,35,0.8596,0.0672,0.4561,0.0134,78
54361,41,8,9,33,0.7317,0.0411,0.561,0.0119,65.6098
54364,502,8,14,30,0.6215,1.3161,0.3227,0.0835,76.1155
54365,29,3,3,51,0.6552,0.0895,0.7241,0.0108,58.8621
54366,1,1,1,90,1,0.0042,1,0.0044,90
54367,10,3,4,79,0.8,0.0211,0.4,0.0021,92.6
54368,41,3,7,44,0.9024,0.0974,0.439,0.0093,76
54369,83,4,12,33,0.7711,0.2655,0.5422,0.0232,80.7349
54370,3,1,2,112,1,0.0105,0.6667,0.0117,112
54371,284,8,16,30,0.8803,0.3428,0.412,0.0603,75.9718
54372,92,7,13,35,0.6304,0.0795,0.3696,0.0175,82.7174
54374,33,6,6,50,0.7576,0.1178,0.697,0.0119,82.1818
54375,17,3,4,46,0.8824,0.0525,0.6471,0.0057,82.4706
54377,27,5,7,55,0.5556,0.0633,0.4815,0.0067,101.6667
54378,18,6,8,35,0.3889,0.0096,0.3333,0.0031,56.2222
54379,34,3,6,38,0.8235,0.098,0.3529,0.0062,81.2353
54380,61,8,11,32,0.7213,0.0603,0.5246,0.0165,80.4918
54382,192,8,21,30,0.6198,0.1632,0.6823,0.0675,84.151
54383,1,1,1,97,1,0.0002,1,0.0008,97
54384,18,3,3,40,0.7222,0.0083,0.6667,0.0062,72.9444
54386,228,8,15,30,0.6447,0.2016,0.3596,0.0423,68.2193
54387,68,5,10,36,0.7206,0.2067,0.7206,0.0253,82.2353
54388,188,7,21,30,0.5266,0.1358,0.3191,0.0309,87.9628
54389,29,5,9,36,0.5172,0.0633,0.4483,0.0067,77.2414
54390,302,5,12,30,0.7483,0.9533,0.3113,0.0484,79.6159
54392,114,9,19,40,0.3246,0.0507,0.3772,0.0222,62.6579
54393,85,8,14,48,0.6824,0.0795,0.3765,0.0165,76.6235
54394,769,9,34,30,0.3446,0.3634,0.3563,0.1412,72.7477
54395,294,9,18,31,0.4728,0.1906,0.4048,0.0613,83.9354
54396,44,5,6,30,0.75,0.1369,0.6818,0.0155,59.9545
54397,2,1,2,33,1,0.0005,0.5,0.0005,34.5
54398,264,9,16,30,0.8561,0.3099,0.4848,0.066,73.3939
54399,198,8,19,37,0.7929,0.2153,0.1919,0.0196,65.6162
54400,62,7,15,30,0.4194,0.1097,0.3387,0.0108,70.1613
54401,9,2,4,30,0.6667,0.021,0.6667,0.0031,31.3333
54402,169,10,17,30,0.6036,0.1399,0.2544,0.0222,74.5917
54403,28,3,5,86,0.7143,0.0764,0.3929,0.0516,106.5714
54404,17,3,7,71,0.4118,0.029,0.4118,0.0036,71
54406,182,5,9,32,0.8132,0.6975,0.6044,0.0567,74.2857
54407,98,7,10,31,0.6633,0.2742,0.6735,0.034,71.1837
54408,76,5,9,31,0.6053,0.1908,0.3684,0.0144,71.1447
54409,88,7,20,35,0.4886,0.059,0.1364,0.0062,64.9886
54410,53,8,11,30,0.3396,0.0759,0.4151,0.0113,81.717
54411,135,6,10,36,0.837,0.155,0.637,0.0443,83.2741
54413,86,6,14,38,0.5349,0.194,0.5581,0.0247,79
54414,250,6,21,32,0.556,0.1906,0.192,0.0247,87.02
54415,200,6,18,35,0.695,0.1906,0.305,0.0314,75.1
54416,1,1,1,118,1,0.0026,1,0.0005,118
54417,164,8,21,30,0.4146,0.0932,0.2256,0.0191,65.5244
54418,277,9,17,35,0.5921,0.2249,0.3141,0.0448,84.87
54419,31,2,5,49,0.9355,0.0836,0.7097,0.0113,83.1613
54420,6,2,6,99,0.8333,0.0175,0.1667,0.0047,101.1667
54421,383,10,26,31,0.3368,0.1769,0.2742,0.0541,88.9426
54423,52,7,16,30,0.2692,0.0192,0.2308,0.0062,60.0769
54424,463,9,21,31,0.5011,0.3181,0.2851,0.068,80.4946
54426,21,3,5,33,0.4762,0.0064,0.4762,0.0052,82.5714
54427,150,5,14,36,0.8333,0.1714,0.46,0.0356,71.5467
54428,34,3,6,34,0.8824,0.1146,0.5,0.0088,61.9118
54429,4,2,2,52,0.5,0.0013,0.5,0.001,52
54430,156,9,17,40,0.4423,0.0946,0.5321,0.0428,82.5897
54431,9,3,5,59,0.4444,0.0169,0.3333,0.0015,85.5556
54432,34,4,5,30,0.5,0.0649,0.3824,0.0067,73.3235
54433,15,4,4,84,0.6,0.0237,0.4667,0.0036,109.3333
54434,226,9,19,38,0.5619,0.1742,0.3319,0.0387,76.2345
54435,52,4,7,40,0.8654,0.1719,0.3654,0.0098,80.1923
54437,117,7,13,32,0.3077,0.0494,0.2479,0.0149,76.2821
54438,108,6,14,32,0.5833,0.0864,0.2222,0.0124,71.1667
54439,53,3,16,35,0.8491,0.0617,0.1887,0.0052,44.1887
54440,6,2,2,87,0.8333,0.0175,0.8333,0.0026,102.8333
54441,89,6,13,42,0.6966,0.085,0.3708,0.017,77.4831
54442,266,7,21,35,0.4812,0.1755,0.2669,0.0366,83.7068
54444,10,4,5,83,0.6,0.0082,0.2,0.001,83
54445,1,1,1,75,1,0.0035,1,0.0138,75
54446,6,1,2,57,1,0.0015,0.8333,0.0027,87.3333
54447,52,3,7,35,0.8846,0.0631,0.7308,0.0196,86.9808
54448,60,5,13,31,0.5667,0.0466,0.25,0.0077,82.7167
54449,211,8,15,30,0.4028,0.3585,0.2749,0.0299,72.5024
54452,229,8,21,30,0.4803,0.1508,0.4017,0.0474,88.1747
54453,112,8,13,32,0.5714,0.0878,0.3036,0.0175,79.5714
54454,102,7,12,31,0.5784,0.0809,0.4608,0.0242,73.3529
54455,8,1,2,42,1,0.0019,0.75,0.0033,78.75
54456,142,5,11,31,0.8732,0.17,0.4437,0.0325,67.0563
54457,43,6,11,31,0.4186,0.0759,0.2326,0.0052,78.7674
54458,56,7,10,33,0.6071,0.1411,0.4107,0.0119,67.1786
54459,19,5,6,49,0.2632,0.0207,0.4737,0.0046,68.2105
54460,12,3,7,57,0.4167,0.0211,0.25,0.0141,57
54461,1,1,1,106,1,0.0002,1,0.0005,106
54462,63,5,12,40,0.5397,0.0466,0.3016,0.0098,75.2063
54463,17,2,3,38,0.5294,0.0057,0.5294,0.0046,79.6471
54465,3,3,3,109,0.3333,0.0042,0.3333,0.0005,109
54466,184,3,5,33,0.9891,0.6953,0.8424,0.0799,79.9783
54467,67,7,10,39,0.8209,0.0754,0.3731,0.0129,70.8209
54468,8,5,7,47,0.375,0.0127,0.25,0.001,54.25
54469,31,3,4,33,0.5806,0.0115,0.4194,0.0067,83.3226
54470,59,7,11,36,0.5932,0.048,0.2542,0.0077,85.7627
54471,94,9,14,30,0.6809,0.27,0.4043,0.0196,75.4468
54472,47,8,17,55,0.383,0.0247,0.1915,0.0046,90.4043
54473,14,1,2,33,1,0.0034,0.7857,0.006,78.2857
54474,75,6,13,30,0.4,0.0411,0.2667,0.0103,70.6267
54476,395,6,27,31,0.7797,0.4224,0.4582,0.0933,76.1544
54477,7,1,1,81,1,0.0017,1,0.0038,81
54478,1507,10,34,30,0.3835,0.7926,0.1606,0.1247,82.0756
54479,37,4,5,33,0.7027,0.1225,0.4865,0.0093,78.8108
54481,19,5,6,37,0.3684,0.033,0.4211,0.0041,96.9474
54482,129,7,12,35,0.6047,0.107,0.3023,0.0201,76.124
54483,345,10,19,33,0.6957,0.3291,0.2783,0.0495,74.7478
54484,11,3,5,40,0.6364,0.029,0.3636,0.0021,59.2727
54485,46,7,14,52,0.3913,0.0759,0.1957,0.0046,88.4783
54486,2,1,1,46,1,0.0005,1,0.0015,46
54487,43,6,9,33,0.7442,0.135,0.3721,0.0082,79.1395
54490,76,6,8,31,0.6447,0.0672,0.4079,0.016,79.6579
54491,812,10,20,30,0.6256,0.6966,0.2352,0.0984,76.2241
54492,31,6,10,34,0.4839,0.0633,0.4194,0.0067,60.0645
54493,16,2,2,43,0.5625,0.0057,0.5625,0.0046,66.375
54494,120,7,12,32,0.4,0.1991,0.3833,0.0237,68.9583
54496,510,9,18,32,0.5471,0.3826,0.298,0.0783,76.6314
54497,170,4,9,36,0.7765,0.181,0.4471,0.0392,81.9882
54498,15,2,6,71,0.7333,0.0464,0.4,0.0352,109.4
54499,108,8,14,32,0.4444,0.1991,0.2037,0.0113,72.0093
54500,2,1,1,74,1,0.0005,1,0.0011,74
54501,31,4,9,40,0.3871,0.0165,0.2903,0.0046,81.9355
54502,18,3,5,48,0.6111,0.0385,0.5556,0.0052,81.8333
54503,6,3,3,75,0.6667,0.0189,0.5,0.0015,85.3333
54504,96,4,7,36,0.8958,0.1179,0.5729,0.0283,69.4063
54505,26,2,7,49,0.5769,0.0095,0.5,0.0067,97.6538
54506,266,8,25,30,0.4812,0.1755,0.203,0.0278,70.6353
54507,337,8,15,31,0.7418,0.3428,0.5786,0.1005,68.0682
54508,98,4,12,31,0.8163,0.1097,0.3061,0.0155,84.551
54509,89,6,8,31,0.573,0.1948,0.4045,0.0186,77.6966
54510,143,7,18,32,0.4685,0.0919,0.3776,0.0278,74.9021
54511,49,7,15,48,0.3878,0.0261,0.2857,0.0072,82.6122
54512,25,2,6,46,0.96,0.0329,0.44,0.006,89.12
54513,43,6,10,38,0.3953,0.0801,0.4419,0.0098,45.4186
54514,62,6,11,31,0.5968,0.1561,0.371,0.0119,77.7581
54515,607,9,21,30,0.4053,0.3373,0.1713,0.0536,82.7331
54516,35,5,8,39,0.8857,0.1308,0.4571,0.0082,49.5143
54517,103,5,7,30,0.835,0.3286,0.7282,0.0387,69.5922
54518,27,5,11,47,0.5185,0.0192,0.2963,0.0041,99.8889
54519,31,4,9,70,0.3548,0.029,0.3226,0.0052,109.871
54520,27,3,3,36,0.9259,0.1178,0.4815,0.0067,84.2222
54522,3,1,1,76,1,0.0019,1,0.0015,104
54523,5,3,3,39,0.6,0.0115,0.6,0.0015,48.6
54524,2,2,1,57,0.5,0.0026,1,0.001,57
54526,74,8,17,30,0.3649,0.037,0.2297,0.0088,63.8784
54528,59,7,7,36,0.7966,0.1983,0.4746,0.0144,77.9661
54529,859,9,21,30,0.3097,0.3648,0.305,0.135,82.9523
54530,13,1,2,46,1,0.0031,0.6154,0.0044,81.5385
54531,48,6,9,38,0.7083,0.1411,0.3958,0.0098,77.4792
54532,30,4,9,45,0.7667,0.1084,0.3333,0.0052,103.2
54533,20,3,7,36,0.4,0.028,0.35,0.0036,59.7
54534,36,5,9,36,0.4722,0.0705,0.3333,0.0062,74.1111
54535,26,3,6,41,0.9231,0.1131,0.7308,0.0098,58.4231
54537,28,5,9,36,0.2857,0.0332,0.1786,0.0026,63.8571
54538,139,8,16,33,0.4317,0.0823,0.3022,0.0216,85.9856
54539,22,3,4,37,0.9091,0.0527,0.7273,0.0082,68.2727
54540,33,3,7,34,0.8788,0.1367,0.4242,0.0072,82.7576
54541,464,10,24,33,0.6164,0.3922,0.2457,0.0587,82.9849
54542,177,7,9,30,0.5706,0.426,0.5706,0.0521,82.7571
54543,32,6,5,32,0.4688,0.0633,0.4688,0.0077,83.9375
54544,7,2,2,95,0.5714,0.0025,0.5714,0.0021,107.8571
54545,99,5,10,30,0.5455,0.2545,0.4444,0.0227,71.2222
54546,92,8,11,33,0.663,0.2573,0.3804,0.018,59.3587
54547,254,8,16,34,0.5157,0.1796,0.374,0.049,72.252
54549,3,3,3,38,0.3333,0.0041,0.3333,0.0005,38
54550,56,7,10,36,0.4286,0.0329,0.4107,0.0119,68
54551,97,4,12,36,0.8247,0.3056,0.3505,0.0175,81.1959
54552,62,6,19,30,0.7258,0.0617,0.2419,0.0077,62.8548
54553,108,6,8,30,0.7778,0.1152,0.5926,0.033,79.8241
54554,59,8,16,35,0.2881,0.0233,0.2034,0.0062,44.1864
54555,33,7,7,39,0.3636,0.0506,0.3636,0.0062,76.0909
54557,83,5,9,34,0.8554,0.0974,0.4337,0.0186,84.988
54558,40,8,14,41,0.25,0.0137,0.325,0.0067,72.375
54559,229,10,19,30,0.5677,0.1783,0.4017,0.0474,79.4803
54560,54,8,14,42,0.2963,0.0675,0.2778,0.0077,68.3148
54561,27,4,5,34,0.8148,0.0579,0.6296,0.0088,85.1111
54562,3,2,2,57,0.6667,0.0076,0.6667,0.001,57
54563,57,8,14,30,0.5789,0.0453,0.2807,0.0082,76.4737
54564,70,8,10,43,0.5286,0.0507,0.3714,0.0134,84.1286
54565,110,9,18,39,0.3455,0.0521,0.1818,0.0103,66.7727
54566,49,5,10,33,0.4694,0.0315,0.3673,0.0093,68.449
54567,24,4,9,43,0.4583,0.0151,0.2083,0.0026,83.9583
54568,146,6,16,36,0.8836,0.1769,0.2877,0.0216,79.7877
54570,730,10,29,30,0.3178,0.3181,0.289,0.1087,80.3233
54571,103,7,15,32,0.5534,0.2404,0.2524,0.0134,73.2524
54572,178,6,11,34,0.8876,0.6665,0.573,0.0526,77.9551
54574,450,10,19,31,0.3244,0.2002,0.4778,0.1108,65.1778
54575,66,3,4,34,0.8788,0.2216,0.4545,0.0155,70.2727
54576,100,8,14,33,0.69,0.0946,0.28,0.0144,90.37
54577,82,7,13,34,0.4024,0.0453,0.2927,0.0124,81.6707
54578,45,7,9,42,0.5333,0.1012,0.3556,0.0082,78.2667
54579,19,3,9,57,0.5263,0.035,0.2632,0.0026,77.6316
54580,47,6,13,30,0.4894,0.0315,0.2979,0.0072,69.5745
54581,11,4,6,90,0.4545,0.0175,0.3636,0.0021,103
54583,13,2,10,33,0.6154,0.028,0.2308,0.0176,86.9231
54585,120,7,12,32,0.5667,0.2868,0.45,0.0278,84.4917
54586,16,5,6,36,0.4375,0.0267,0.3125,0.0026,81.3125
54587,137,9,16,34,0.4672,0.0878,0.292,0.0206,84.7883
54588,58,5,7,50,0.931,0.074,0.6552,0.0196,89.3448
54589,2,1,1,48,1,0.0005,1,0.003,48
54590,123,6,9,30,0.6504,0.3319,0.3333,0.0211,65.5447
54591,127,9,18,37,0.4094,0.0713,0.2677,0.0175,74.8425
54593,29,7,9,45,0.3103,0.038,0.3793,0.0057,76.7931
54594,44,6,6,48,0.4773,0.0288,0.5455,0.0124,95.8636
54595,110,9,18,34,0.3091,0.1434,0.2182,0.0124,64.0818
54596,5,2,2,105,0.6,0.0105,0.6,0.0015,105
54597,6,3,2,57,0.6667,0.0189,0.8333,0.0026,106.1667
54598,298,6,13,31,0.6174,0.7634,0.3356,0.0515,81.3389
54599,188,7,16,37,0.5532,0.1426,0.2713,0.0263,104.484
54600,32,4,7,45,0.8125,0.1225,0.6563,0.0108,76.625
54601,170,7,14,30,0.5118,0.367,0.2941,0.0258,78.5059
54602,30,1,4,30,1,0.0073,0.5667,0.0093,79.0667
54603,156,9,27,32,0.2564,0.0549,0.2436,0.0196,64.7179
54604,22,4,9,44,0.5455,0.0458,0.2273,0.0026,63.2273
54607,84,5,11,31,0.5119,0.059,0.4762,0.0206,68.1667
54608,20,2,7,73,0.85,0.049,0.6,0.0062,92.3
54609,111,8,11,41,0.3694,0.1729,0.3243,0.0186,82.1622
54610,441,10,22,35,0.4082,0.2468,0.3175,0.0721,67.424
54611,14,3,5,34,0.5,0.0184,0.3571,0.0026,58.2857
54612,65,6,9,42,0.6308,0.0562,0.4308,0.0144,78.6154
54613,1,1,1,59,1,0.0029,1,0.0005,59
54614,92,7,12,35,0.413,0.0521,0.413,0.0196,75.3261
54615,184,10,22,34,0.5435,0.1371,0.2283,0.0216,96.2609
54616,28,2,4,41,0.75,0.0134,0.6786,0.0098,83.1071
54617,101,7,11,35,0.8911,0.3734,0.7921,0.0412,83.9208
54618,47,4,4,54,0.4681,0.0913,0.5106,0.0124,102.1277
54619,159,8,11,31,0.7799,0.5231,0.5031,0.0412,73.4025
54620,26,1,3,50,1,0.0063,0.5385,0.0077,85.2308
54621,106,6,13,34,0.6226,0.0905,0.3208,0.0175,74.4811
54624,15,3,3,92,0.4667,0.0184,0.4667,0.0036,99.0667
54625,34,5,8,49,0.5,0.0233,0.4118,0.0072,81.2353
54626,172,10,17,34,0.4012,0.0946,0.3488,0.0309,71.1512
54627,44,3,4,47,0.9318,0.0261,0.8636,0.0196,99.6591
54628,6,1,3,112,1,0.021,0.5,0.0516,112.3333
54629,93,7,10,39,0.6452,0.0823,0.3656,0.0175,81.5699
54630,31,3,5,32,0.8065,0.0343,0.3871,0.0062,82.9032
54631,354,10,19,30,0.4379,0.2125,0.2175,0.0397,77.6271
54632,137,8,18,37,0.4234,0.0795,0.2117,0.0149,75.5182
54634,38,6,9,32,0.5526,0.0288,0.5526,0.0108,64.2105
54635,46,4,9,39,0.913,0.1742,0.587,0.0139,94
54636,78,7,11,48,0.6923,0.074,0.3718,0.0149,73.4744
54637,91,9,14,34,0.5824,0.0727,0.4066,0.0191,58.8681
54638,4,1,1,33,1,0.001,1,0.0022,40.75
54639,5,4,3,79,0.4,0.0076,0.6,0.0015,86.6
54640,96,3,10,33,0.5833,0.196,0.3125,0.0155,70.3125
54641,37,6,11,56,0.4595,0.0233,0.2703,0.0052,79.6216
54642,86,6,12,46,0.5581,0.1991,0.2326,0.0103,83.4767
54643,175,9,19,36,0.4229,0.1015,0.2229,0.0201,91.6743
