uid,age,sex,limit,User_age_range,User_interdate
9382,25,1,5.292153835296631,1,198
8014,25,2,5.292153835296631,1,190
10514,25,2,5.292153835296631,1,260
80138,25,1,5.292153835296631,1,194
86067,30,1,6.153413772583008,2,201
6686,25,1,5.292153835296631,1,217
66664,30,1,5.292153835296631,2,242
66441,30,1,5.722768306732178,2,337
28049,35,1,5.292153835296631,3,304
33352,30,1,6.292054653167725,2,349
19426,25,1,5.292153835296631,1,288
67393,35,1,5.722768306732178,3,274
4429,30,1,5.722768306732178,2,224
67795,25,1,5.292153835296631,1,307
17769,30,1,5.722768306732178,2,207
65842,25,1,5.722768306732178,1,255
73145,30,2,5.974677085876465,2,349
68994,30,1,6.292054653167725,2,167
66446,35,1,6.153413772583008,3,165
36739,35,1,5.292153835296631,3,288
45197,25,1,5.292153835296631,1,288
31460,40,1,5.722768306732178,4,274
7149,30,1,6.153413772583008,2,181
83685,25,1,6.292054653167725,1,194
63856,30,1,5.974677085876465,2,335
87155,30,2,6.153413772583008,2,208
36524,30,1,5.974677085876465,2,334
15385,35,2,6.292054653167725,3,224
54579,30,1,6.153413772583008,2,209
677,40,1,6.292054653167725,4,177
66399,35,1,5.974677085876465,3,167
32348,25,1,5.722768306732178,1,210
37948,30,1,6.153413772583008,2,170
25452,25,1,5.974677085876465,1,288
53046,30,1,5.722768306732178,2,204
11688,35,1,6.292054653167725,3,165
22892,30,1,6.292054653167725,2,230
2669,40,1,5.974677085876465,4,307
52290,50,1,5.974677085876465,4,306
72922,35,2,5.974677085876465,3,212
37019,30,1,6.153413772583008,2,344
79746,30,1,5.974677085876465,2,155
30819,40,1,5.722768306732178,4,288
30943,25,2,5.292153835296631,1,184
46167,25,1,5.722768306732178,1,253
69752,40,1,6.153413772583008,4,246
15597,35,1,5.974677085876465,3,252
5816,40,2,5.292153835296631,4,182
58857,50,1,5.974677085876465,4,192
43028,25,1,5.722768306732178,1,345
5391,35,1,6.153413772583008,3,198
72177,25,1,5.974677085876465,1,172
62537,35,1,5.722768306732178,3,321
5687,40,2,5.722768306732178,4,283
29088,25,2,5.974677085876465,1,175
36993,25,1,5.974677085876465,1,199
41982,30,1,5.974677085876465,2,167
55018,25,2,5.722768306732178,1,187
43423,40,1,5.722768306732178,4,307
29824,30,1,6.292054653167725,2,349
6129,35,1,5.292153835296631,3,245
23550,30,1,5.292153835296631,2,199
63407,40,1,5.722768306732178,4,246
58802,30,1,6.292054653167725,2,203
40680,25,1,6.292054653167725,1,308
37085,35,2,5.722768306732178,3,328
86466,40,1,6.292054653167725,4,277
21453,35,1,5.722768306732178,3,246
23089,35,1,6.292054653167725,3,295
85536,40,1,6.292054653167725,4,169
58406,25,1,5.292153835296631,1,307
52561,40,1,6.292054653167725,4,180
54141,30,1,6.153413772583008,2,307
39648,35,1,5.974677085876465,3,324
36191,40,1,6.292054653167725,4,352
88668,35,1,5.722768306732178,3,292
27382,40,1,5.974677085876465,4,163
47689,35,1,6.292054653167725,3,336
18236,30,1,6.292054653167725,2,201
69651,35,1,5.722768306732178,3,348
39763,30,1,6.292054653167725,2,213
13214,35,1,5.292153835296631,3,224
88150,30,1,5.974677085876465,2,221
49991,30,1,6.292054653167725,2,363
56525,40,1,6.153413772583008,4,221
54738,25,1,5.974677085876465,1,247
66658,40,1,6.292054653167725,4,258
12974,30,2,6.292054653167725,2,263
74409,30,1,6.292054653167725,2,193
82116,40,1,5.974677085876465,4,279
76738,50,1,5.722768306732178,4,307
31393,35,1,5.974677085876465,3,329
65122,30,1,5.974677085876465,2,164
23355,30,1,6.153413772583008,2,226
30462,30,1,6.292054653167725,2,230
61018,35,2,6.153413772583008,3,295
20458,35,2,6.292054653167725,3,352
55577,50,2,5.974677085876465,4,230
8677,25,1,5.292153835296631,1,167
58472,45,2,5.974677085876465,4,225
77679,35,1,6.292054653167725,3,213
74796,50,1,6.292054653167725,4,348
50586,30,1,6.292054653167725,2,168
74486,35,1,6.292054653167725,3,159
87546,40,1,6.153413772583008,4,217
54109,35,1,5.974677085876465,3,349
85600,40,1,6.153413772583008,4,225
70597,35,1,6.292054653167725,3,347
85023,35,1,5.974677085876465,3,260
7301,35,1,5.974677085876465,3,333
78043,40,1,6.292054653167725,4,334
14887,30,1,5.722768306732178,2,307
53120,50,1,6.292054653167725,4,205
40875,35,1,5.722768306732178,3,192
81289,35,1,6.153413772583008,3,336
16850,25,1,5.974677085876465,1,330
52920,25,1,6.292054653167725,1,224
2716,35,2,5.292153835296631,3,335
71662,30,2,5.722768306732178,2,258
88643,35,1,6.153413772583008,3,223
82399,30,2,5.292153835296631,2,163
31117,45,1,5.974677085876465,4,153
5783,30,2,5.722768306732178,2,206
15531,35,1,6.292054653167725,3,162
78370,50,2,5.974677085876465,4,186
14079,35,1,6.292054653167725,3,224
50210,30,1,6.292054653167725,2,361
71138,45,1,6.292054653167725,4,253
37536,30,1,6.153413772583008,2,315
7829,45,1,6.292054653167725,4,215
35947,50,1,6.292054653167725,4,364
19827,25,1,5.974677085876465,1,229
18523,35,1,6.292054653167725,3,291
11794,40,1,5.722768306732178,4,245
13037,30,1,5.292153835296631,2,232
58122,30,1,5.292153835296631,2,286
48610,45,1,5.974677085876465,4,185
87979,30,1,6.292054653167725,2,225
72225,25,1,5.292153835296631,1,192
6340,25,1,5.292153835296631,1,255
72286,30,1,5.292153835296631,2,291
51717,30,2,5.722768306732178,2,286
74456,40,1,6.292054653167725,4,306
85965,25,1,5.722768306732178,1,349
987,35,1,5.722768306732178,3,288
44448,30,1,6.292054653167725,2,168
22359,30,1,6.292054653167725,2,167
72709,30,1,5.722768306732178,2,258
1724,25,1,5.292153835296631,1,260
2096,35,1,5.974677085876465,3,215
22916,25,2,5.722768306732178,1,307
57925,30,1,6.153413772583008,2,194
39603,30,1,5.722768306732178,2,195
22036,30,2,5.722768306732178,2,338
27295,30,1,6.292054653167725,2,343
10893,35,1,5.292153835296631,3,364
31841,30,2,5.292153835296631,2,195
9405,30,1,6.292054653167725,2,224
3852,25,1,5.292153835296631,1,246
71067,45,1,6.292054653167725,4,157
80201,25,1,6.292054653167725,1,350
15109,30,1,5.722768306732178,2,304
31391,30,1,5.722768306732178,2,362
76591,30,1,5.722768306732178,2,224
55701,30,1,6.292054653167725,2,230
43593,25,2,5.722768306732178,1,202
26984,30,1,6.153413772583008,2,273
42848,35,1,5.722768306732178,3,283
80472,30,2,5.722768306732178,2,252
28084,40,1,5.292153835296631,4,304
44009,25,2,5.974677085876465,1,167
83112,25,1,6.153413772583008,1,208
79943,35,2,5.974677085876465,3,162
25296,35,1,6.292054653167725,3,179
72022,45,1,6.292054653167725,4,221
49752,30,1,6.153413772583008,2,307
54776,35,1,5.974677085876465,3,174
2862,35,1,6.153413772583008,3,349
84779,45,1,6.292054653167725,4,275
62404,25,1,5.292153835296631,1,166
16361,25,2,5.292153835296631,1,207
59121,35,2,6.153413772583008,3,242
50677,30,1,5.292153835296631,2,307
2245,30,1,6.153413772583008,2,307
29435,35,1,5.722768306732178,3,297
67531,25,1,5.974677085876465,1,245
44326,25,1,6.292054653167725,1,167
64683,35,1,6.153413772583008,3,195
70601,40,2,5.974677085876465,4,299
55802,30,1,5.974677085876465,2,263
81509,40,1,6.292054653167725,4,300
89862,25,2,5.974677085876465,1,331
11509,30,1,5.722768306732178,2,251
24875,45,1,6.292054653167725,4,337
36935,30,1,5.292153835296631,2,364
88948,25,1,5.974677085876465,1,207
71389,40,2,5.292153835296631,4,245
41687,25,1,5.722768306732178,1,200
70980,25,1,5.292153835296631,1,294
16563,40,2,5.722768306732178,4,300
3903,30,1,5.974677085876465,2,307
30584,30,1,5.974677085876465,2,364
72374,25,1,6.292054653167725,1,201
63419,35,1,5.974677085876465,3,332
61128,40,1,5.974677085876465,4,288
49435,35,1,6.292054653167725,3,167
53816,40,1,5.974677085876465,4,293
15367,35,1,6.292054653167725,3,193
71393,40,1,6.153413772583008,4,163
21828,35,2,5.722768306732178,3,288
32153,35,1,6.292054653167725,3,195
12576,25,1,5.974677085876465,1,307
33567,30,2,6.153413772583008,2,338
25799,35,2,5.974677085876465,3,226
47215,40,1,5.722768306732178,4,238
83360,30,1,5.974677085876465,2,349
37173,35,1,6.153413772583008,3,315
74407,30,1,5.292153835296631,2,251
45650,35,2,5.722768306732178,3,288
18265,30,1,5.974677085876465,2,259
70387,30,1,6.153413772583008,2,260
85123,35,1,5.974677085876465,3,307
458,45,1,5.292153835296631,4,167
55795,30,1,5.974677085876465,2,228
35988,30,1,5.292153835296631,2,183
41544,30,1,6.292054653167725,2,344
43769,35,2,5.722768306732178,3,301
46212,40,1,6.292054653167725,4,349
64961,40,2,6.292054653167725,4,259
28900,30,1,5.292153835296631,2,190
89995,30,1,5.722768306732178,2,348
47154,35,1,6.153413772583008,3,230
59229,25,1,5.722768306732178,1,295
59277,25,1,5.292153835296631,1,212
60734,25,1,6.292054653167725,1,168
39248,30,1,5.974677085876465,2,223
60010,35,1,6.292054653167725,3,190
39851,25,1,6.292054653167725,1,213
12148,30,1,6.292054653167725,2,348
4414,25,1,5.722768306732178,1,352
58153,30,2,5.974677085876465,2,307
28877,25,1,5.292153835296631,1,199
87404,40,1,6.292054653167725,4,261
37356,45,1,5.292153835296631,4,275
34704,35,1,5.722768306732178,3,248
2870,40,1,6.292054653167725,4,349
12394,30,1,5.722768306732178,2,269
61168,35,1,6.153413772583008,3,227
89484,35,1,6.292054653167725,3,229
63106,30,1,6.292054653167725,2,218
64033,35,1,5.722768306732178,3,247
8540,30,1,5.722768306732178,2,351
17563,30,1,5.722768306732178,2,357
32641,30,1,5.974677085876465,2,218
51736,30,1,5.722768306732178,2,335
9010,30,2,6.153413772583008,2,327
31869,40,2,6.153413772583008,4,172
57296,30,1,5.974677085876465,2,338
65224,30,1,6.292054653167725,2,343
26299,45,1,5.292153835296631,4,231
61565,40,2,6.292054653167725,4,348
12240,35,1,6.153413772583008,3,295
39841,35,1,6.292054653167725,3,191
77937,35,1,6.292054653167725,3,335
56344,35,1,5.292153835296631,3,188
14332,35,1,6.153413772583008,3,302
52550,30,2,6.292054653167725,2,323
48453,40,1,5.974677085876465,4,306
28492,40,1,6.153413772583008,4,331
62281,25,1,5.292153835296631,1,180
50345,25,1,6.292054653167725,1,167
20894,40,1,6.292054653167725,4,166
42447,30,1,5.974677085876465,2,336
69868,35,1,5.974677085876465,3,340
58297,30,2,6.153413772583008,2,199
38068,25,1,5.292153835296631,1,192
90992,25,1,5.292153835296631,1,175
77805,30,1,5.292153835296631,2,217
61510,25,1,6.153413772583008,1,347
21797,25,1,5.974677085876465,1,202
12253,30,1,6.292054653167725,2,224
25788,20,1,5.292153835296631,1,179
31643,40,1,5.974677085876465,4,225
49947,30,2,5.722768306732178,2,295
72894,25,2,5.292153835296631,1,163
40912,35,1,5.974677085876465,3,167
82210,35,1,5.292153835296631,3,160
10762,40,1,5.722768306732178,4,307
54890,25,1,5.292153835296631,1,167
46171,30,1,6.153413772583008,2,181
17155,25,1,5.292153835296631,1,193
39729,30,1,6.292054653167725,2,346
6552,25,1,5.722768306732178,1,253
49105,25,1,5.722768306732178,1,218
9577,25,1,5.292153835296631,1,193
71056,35,1,5.292153835296631,3,164
36353,30,2,5.292153835296631,2,293
79341,25,1,5.974677085876465,1,347
85818,25,1,5.292153835296631,1,172
30815,30,1,6.292054653167725,2,296
79102,25,1,5.292153835296631,1,153
73300,30,1,5.722768306732178,2,307
59561,35,1,5.974677085876465,3,202
44314,45,1,6.292054653167725,4,155
11133,35,1,5.722768306732178,3,191
58585,40,2,6.292054653167725,4,276
70716,30,1,6.292054653167725,2,181
35866,45,1,5.292153835296631,4,202
197,30,1,5.974677085876465,2,307
42145,30,1,6.292054653167725,2,219
42086,25,1,5.974677085876465,1,330
88116,30,1,5.292153835296631,2,223
47422,35,1,5.722768306732178,3,287
75094,30,2,5.974677085876465,2,307
10500,30,2,5.974677085876465,2,279
37029,25,1,5.722768306732178,1,205
70693,30,1,5.722768306732178,2,214
10932,50,1,6.292054653167725,4,363
37107,30,1,6.292054653167725,2,215
7682,35,1,5.974677085876465,3,241
42336,40,1,6.292054653167725,4,307
86773,30,2,5.292153835296631,2,252
48707,30,2,5.974677085876465,2,332
39436,35,1,6.292054653167725,3,165
85197,40,1,6.292054653167725,4,364
31187,30,1,5.974677085876465,2,306
24211,30,2,6.292054653167725,2,321
71347,40,1,5.974677085876465,4,349
11622,40,1,6.292054653167725,4,302
36428,35,1,5.722768306732178,3,281
53427,30,2,6.292054653167725,2,281
38765,35,1,6.292054653167725,3,349
64167,30,1,5.292153835296631,2,244
1518,25,1,6.292054653167725,1,224
11416,40,1,6.292054653167725,4,299
47509,40,1,5.722768306732178,4,308
81387,30,1,5.722768306732178,2,318
70077,35,1,5.974677085876465,3,223
90958,40,1,6.292054653167725,4,193
8396,35,2,5.722768306732178,3,288
7420,30,1,5.974677085876465,2,216
34814,35,1,6.153413772583008,3,308
48887,35,1,6.292054653167725,3,338
38528,30,1,5.722768306732178,2,268
13131,35,1,6.292054653167725,3,301
69634,40,1,5.292153835296631,4,251
23133,45,1,6.153413772583008,4,174
54242,40,1,6.292054653167725,4,338
17517,40,1,6.153413772583008,4,189
59990,40,1,6.292054653167725,4,364
88313,35,1,5.974677085876465,3,288
27516,30,1,6.153413772583008,2,245
56100,35,2,6.292054653167725,3,319
497,30,2,5.722768306732178,2,162
60074,30,1,5.974677085876465,2,307
44293,35,1,6.292054653167725,3,342
13715,35,2,6.153413772583008,3,252
1852,30,1,5.974677085876465,2,307
45936,40,1,6.153413772583008,4,189
58012,30,1,5.722768306732178,2,335
87711,25,1,5.292153835296631,1,226
88382,35,1,6.153413772583008,3,364
34835,30,1,5.722768306732178,2,218
24152,30,1,6.292054653167725,2,183
38209,30,2,5.722768306732178,2,242
23555,40,1,6.292054653167725,4,334
81352,35,1,5.722768306732178,3,363
77858,35,1,5.974677085876465,3,302
90904,35,1,6.292054653167725,3,357
87396,30,1,5.722768306732178,2,247
47445,35,2,6.292054653167725,3,246
2759,30,1,6.292054653167725,2,159
13205,30,1,5.292153835296631,2,244
50952,35,1,5.292153835296631,3,259
42832,30,2,5.974677085876465,2,211
75799,25,1,6.292054653167725,1,207
84340,35,1,6.292054653167725,3,228
86135,35,1,6.292054653167725,3,358
24310,35,1,6.292054653167725,3,214
41190,40,1,5.722768306732178,4,364
83861,30,1,5.292153835296631,2,217
4908,30,1,5.292153835296631,2,212
64629,30,1,5.292153835296631,2,182
71263,25,2,6.292054653167725,1,193
87728,40,1,6.292054653167725,4,348
31245,35,1,5.974677085876465,3,159
32273,35,1,5.722768306732178,3,281
64234,35,1,6.292054653167725,3,297
2465,35,1,5.292153835296631,3,157
72927,30,1,5.292153835296631,2,157
24795,35,1,6.292054653167725,3,355
8663,30,1,5.292153835296631,2,235
82698,35,1,6.153413772583008,3,211
47003,30,1,6.153413772583008,2,335
84480,30,1,6.153413772583008,2,299
2104,35,1,6.292054653167725,3,190
74849,25,1,5.974677085876465,1,154
52487,30,1,5.722768306732178,2,246
80835,25,1,6.292054653167725,1,307
35148,30,1,5.974677085876465,2,292
64937,35,1,5.974677085876465,3,307
61904,40,2,6.153413772583008,4,197
82585,30,2,6.153413772583008,2,225
1584,45,1,5.722768306732178,4,241
62209,35,1,6.292054653167725,3,270
77902,35,1,6.292054653167725,3,256
53125,30,1,5.974677085876465,2,189
28689,40,1,6.292054653167725,4,330
49143,35,1,6.292054653167725,3,323
54682,35,1,6.292054653167725,3,332
79288,30,1,5.722768306732178,2,224
32860,35,1,5.974677085876465,3,288
52168,40,1,5.974677085876465,4,224
35657,35,1,6.153413772583008,3,307
37678,30,1,5.722768306732178,2,220
39778,30,1,5.722768306732178,2,344
83448,30,1,5.974677085876465,2,218
64005,25,1,6.292054653167725,1,213
12794,30,2,6.292054653167725,2,288
56409,35,1,5.722768306732178,3,325
30059,30,1,6.292054653167725,2,291
37114,30,1,5.722768306732178,2,334
30370,30,1,5.292153835296631,2,300
25151,35,1,6.292054653167725,3,163
51493,40,1,6.153413772583008,4,307
48607,30,2,6.153413772583008,2,247
87021,30,1,6.292054653167725,2,155
51928,35,1,5.974677085876465,3,292
17281,25,1,5.974677085876465,1,307
85088,30,1,5.292153835296631,2,190
32086,30,1,5.292153835296631,2,187
42131,45,1,5.974677085876465,4,204
74937,35,1,5.722768306732178,3,238
8022,30,1,5.974677085876465,2,229
60180,35,1,5.974677085876465,3,336
26363,25,1,5.292153835296631,1,229
90344,40,1,5.974677085876465,4,224
42001,35,1,5.974677085876465,3,223
57068,30,1,6.153413772583008,2,255
60784,35,1,6.292054653167725,3,301
70238,30,1,5.974677085876465,2,265
84355,35,2,6.292054653167725,3,176
61599,30,1,5.292153835296631,2,193
25739,35,1,6.153413772583008,3,272
56291,30,1,6.292054653167725,2,168
54253,50,1,5.722768306732178,4,260
49116,30,1,5.722768306732178,2,255
5828,35,1,5.292153835296631,3,253
77522,30,1,6.292054653167725,2,159
77956,35,1,6.153413772583008,3,190
83744,30,1,5.722768306732178,2,364
38514,45,1,6.153413772583008,4,180
61931,25,1,5.292153835296631,1,277
46506,30,2,6.292054653167725,2,301
40438,25,1,5.292153835296631,1,225
35071,35,1,5.974677085876465,3,176
24962,40,1,6.153413772583008,4,208
84476,25,2,5.974677085876465,1,161
77806,30,1,6.153413772583008,2,288
25949,40,2,5.292153835296631,4,307
53638,25,1,5.974677085876465,1,338
45074,30,1,6.153413772583008,2,253
83522,30,1,6.292054653167725,2,165
37058,25,1,5.974677085876465,1,288
29121,35,1,5.974677085876465,3,307
12069,40,2,6.292054653167725,4,208
77282,35,2,6.153413772583008,3,334
74156,30,1,5.974677085876465,2,360
33375,25,2,5.292153835296631,1,180
37254,25,1,6.292054653167725,1,358
203,25,2,5.722768306732178,1,208
59740,30,1,5.292153835296631,2,335
39074,35,1,6.153413772583008,3,262
74458,30,1,5.974677085876465,2,168
80276,30,2,5.974677085876465,2,173
47336,25,1,5.292153835296631,1,301
4665,30,1,6.292054653167725,2,162
83353,35,1,6.292054653167725,3,349
90401,25,1,6.153413772583008,1,364
4048,35,2,5.974677085876465,3,212
87804,30,1,5.722768306732178,2,307
46691,45,1,5.292153835296631,4,279
1596,40,1,6.292054653167725,4,357
71544,35,1,5.974677085876465,3,300
74338,35,1,5.722768306732178,3,303
21130,35,1,5.722768306732178,3,217
65891,30,1,6.292054653167725,2,229
58395,40,2,5.974677085876465,4,193
14186,30,1,6.292054653167725,2,258
2412,25,1,5.722768306732178,1,215
85702,35,1,5.974677085876465,3,321
46516,50,1,6.292054653167725,4,325
25217,30,1,6.153413772583008,2,158
84876,30,1,6.153413772583008,2,215
40745,30,1,6.292054653167725,2,301
20425,30,1,5.292153835296631,2,321
52610,30,1,6.292054653167725,2,332
18721,30,1,5.292153835296631,2,248
19405,30,1,5.722768306732178,2,252
28026,30,1,6.292054653167725,2,167
51389,45,1,6.292054653167725,4,217
69847,30,1,6.153413772583008,2,259
52905,35,1,5.722768306732178,3,333
25523,25,1,5.974677085876465,1,223
18242,35,1,6.153413772583008,3,193
64956,35,1,5.974677085876465,3,230
74545,30,1,6.292054653167725,2,288
61949,40,1,6.292054653167725,4,336
2097,35,1,6.292054653167725,3,203
20510,30,1,6.153413772583008,2,324
46119,30,2,5.974677085876465,2,244
25675,30,2,6.292054653167725,2,288
51184,35,2,6.153413772583008,3,288
19992,40,1,6.292054653167725,4,312
67929,35,1,5.974677085876465,3,332
53934,35,1,5.722768306732178,3,158
44207,40,1,5.722768306732178,4,276
57885,40,1,6.153413772583008,4,257
32881,35,1,5.974677085876465,3,199
26223,30,1,6.292054653167725,2,313
75710,30,1,5.292153835296631,2,213
49259,40,1,5.722768306732178,4,349
40628,40,1,6.153413772583008,4,249
60534,45,1,6.292054653167725,4,182
2432,30,1,5.974677085876465,2,259
19577,30,1,5.292153835296631,2,190
35333,30,1,5.292153835296631,2,306
36351,40,1,6.292054653167725,4,307
5450,45,1,5.974677085876465,4,228
29129,40,1,5.722768306732178,4,225
74330,35,1,6.292054653167725,3,213
49591,40,1,5.974677085876465,4,307
41457,30,1,5.722768306732178,2,207
59262,40,1,5.292153835296631,4,258
16369,25,1,5.292153835296631,1,193
66661,25,1,5.292153835296631,1,158
89672,30,1,5.292153835296631,2,255
68664,30,2,5.722768306732178,2,220
69483,30,1,5.292153835296631,2,249
49512,30,1,5.292153835296631,2,230
88522,35,1,6.153413772583008,3,162
9047,30,1,6.292054653167725,2,329
58322,25,1,5.974677085876465,1,171
69814,30,1,5.722768306732178,2,231
17639,35,1,6.292054653167725,3,167
51454,40,1,6.292054653167725,4,222
35620,25,1,5.722768306732178,1,303
31331,30,1,5.722768306732178,2,296
55526,30,1,6.153413772583008,2,336
56938,25,1,5.722768306732178,1,349
50953,30,1,6.153413772583008,2,363
49622,30,2,6.153413772583008,2,206
57634,45,1,5.292153835296631,4,166
7524,30,2,5.292153835296631,2,183
34781,30,1,5.292153835296631,2,246
34005,30,1,5.974677085876465,2,165
45465,40,1,6.292054653167725,4,168
10624,25,1,6.153413772583008,1,221
51629,30,1,5.974677085876465,2,295
73014,30,1,6.292054653167725,2,252
35586,35,1,6.292054653167725,3,332
6862,40,1,5.974677085876465,4,197
81859,35,1,6.292054653167725,3,155
36462,35,1,5.974677085876465,3,168
80295,30,1,6.292054653167725,2,182
44219,35,1,6.292054653167725,3,159
46921,30,1,5.292153835296631,2,349
9293,30,2,5.292153835296631,2,287
40730,40,1,5.722768306732178,4,222
16169,40,1,5.292153835296631,4,216
9865,25,2,5.292153835296631,1,208
25947,25,1,6.153413772583008,1,169
84026,35,1,5.974677085876465,3,350
88440,30,1,6.292054653167725,2,278
17175,25,1,6.292054653167725,1,249
10970,45,1,5.974677085876465,4,248
18696,40,1,6.153413772583008,4,245
66532,35,1,6.153413772583008,3,222
15945,35,2,6.292054653167725,3,294
60049,40,1,6.292054653167725,4,349
28724,25,1,6.153413772583008,1,231
77418,35,1,6.292054653167725,3,215
10590,35,1,6.153413772583008,3,274
9239,30,1,5.722768306732178,2,337
52599,45,1,6.292054653167725,4,165
73230,35,1,6.292054653167725,3,298
58447,40,1,5.974677085876465,4,279
84685,25,1,6.153413772583008,1,224
19382,45,1,5.722768306732178,4,291
33349,30,1,6.292054653167725,2,360
56255,35,1,5.292153835296631,3,307
67698,40,1,5.974677085876465,4,193
11769,35,1,5.722768306732178,3,303
70886,35,1,5.974677085876465,3,167
7624,40,1,6.153413772583008,4,307
70314,35,1,6.153413772583008,3,246
65221,35,1,5.974677085876465,3,251
83517,30,1,6.292054653167725,2,224
73866,35,2,6.292054653167725,3,197
372,30,2,5.722768306732178,2,183
10651,40,1,5.722768306732178,4,229
77356,25,1,5.292153835296631,1,301
40442,30,1,6.292054653167725,2,285
26161,35,1,6.292054653167725,3,304
74599,30,1,6.292054653167725,2,353
7865,35,1,6.292054653167725,3,281
17292,30,1,6.292054653167725,2,307
54909,35,2,6.153413772583008,3,228
54435,35,1,6.292054653167725,3,188
55120,35,1,5.292153835296631,3,229
66237,30,1,5.292153835296631,2,290
61190,45,1,6.292054653167725,4,281
57698,30,1,5.292153835296631,2,154
75908,40,1,5.722768306732178,4,292
76824,30,1,6.292054653167725,2,205
2946,25,1,6.153413772583008,1,216
54401,40,1,6.292054653167725,4,193
84165,40,1,6.153413772583008,4,334
35843,25,1,5.292153835296631,1,303
55565,40,1,6.292054653167725,4,339
71222,35,1,6.153413772583008,3,309
76387,30,1,5.292153835296631,2,253
80540,35,1,6.292054653167725,3,212
32789,30,1,6.292054653167725,2,230
77760,25,1,5.292153835296631,1,161
3566,30,2,5.722768306732178,2,223
82539,40,1,6.292054653167725,4,221
75914,45,1,6.292054653167725,4,203
59142,30,2,5.292153835296631,2,204
82440,30,2,5.974677085876465,2,275
32829,30,1,5.974677085876465,2,212
23740,30,1,6.153413772583008,2,288
54206,35,1,6.292054653167725,3,329
78410,30,1,5.722768306732178,2,307
54639,35,1,6.153413772583008,3,224
55739,45,1,6.292054653167725,4,153
21392,40,1,6.153413772583008,4,249
73328,30,1,6.292054653167725,2,293
42603,30,1,6.292054653167725,2,153
2654,30,1,6.292054653167725,2,218
50720,35,1,5.722768306732178,3,259
17276,35,1,6.292054653167725,3,307
17306,35,2,5.292153835296631,3,248
49942,30,1,6.153413772583008,2,295
43042,30,1,5.722768306732178,2,288
8856,35,1,5.974677085876465,3,287
78707,30,1,6.153413772583008,2,164
48826,30,1,6.292054653167725,2,307
80158,35,1,6.153413772583008,3,335
82463,30,1,6.153413772583008,2,348
90018,35,1,6.153413772583008,3,207
10709,35,1,5.974677085876465,3,308
57687,25,1,5.722768306732178,1,299
75800,45,1,6.292054653167725,4,220
18558,45,1,6.292054653167725,4,268
76157,30,1,6.153413772583008,2,295
87319,40,1,5.974677085876465,4,332
880,25,1,5.292153835296631,1,186
51961,30,1,5.722768306732178,2,360
57617,25,1,6.292054653167725,1,229
33979,30,1,5.722768306732178,2,307
42163,35,1,6.153413772583008,3,222
86540,35,1,5.722768306732178,3,244
38684,30,1,6.153413772583008,2,193
5795,25,1,5.974677085876465,1,328
5217,45,1,5.722768306732178,4,349
62476,35,1,5.292153835296631,3,166
15680,40,1,5.722768306732178,4,304
48833,30,1,5.974677085876465,2,193
87837,30,2,5.974677085876465,2,307
35919,25,2,6.292054653167725,1,334
38494,35,1,6.292054653167725,3,218
49244,30,2,5.974677085876465,2,307
34121,35,1,5.974677085876465,3,293
73250,30,1,6.292054653167725,2,338
86765,30,1,6.153413772583008,2,213
90710,30,1,6.292054653167725,2,167
55516,25,1,5.722768306732178,1,252
88533,35,2,6.292054653167725,3,284
57683,25,2,5.292153835296631,1,299
69282,35,1,5.974677085876465,3,308
15447,45,1,6.153413772583008,4,307
60172,45,1,5.722768306732178,4,292
5615,35,1,5.722768306732178,3,263
44569,30,2,5.292153835296631,2,299
44197,35,1,6.292054653167725,3,191
43334,25,1,5.292153835296631,1,167
36092,30,1,5.292153835296631,2,224
24831,40,1,6.292054653167725,4,184
65954,25,1,5.292153835296631,1,195
68431,30,1,5.722768306732178,2,210
5480,35,1,5.974677085876465,3,292
74258,25,1,5.974677085876465,1,307
67146,40,1,6.292054653167725,4,334
21886,25,1,5.292153835296631,1,190
10451,30,1,5.292153835296631,2,161
41337,35,1,6.292054653167725,3,363
4907,30,1,5.974677085876465,2,177
51450,25,1,5.292153835296631,1,162
56240,35,1,6.292054653167725,3,211
88549,35,1,5.974677085876465,3,350
60615,35,1,5.722768306732178,3,224
43194,25,1,5.722768306732178,1,234
45286,25,1,6.153413772583008,1,264
21450,35,1,5.722768306732178,3,351
24330,25,1,5.722768306732178,1,298
25346,25,2,6.292054653167725,1,167
37557,25,1,5.722768306732178,1,298
47342,30,1,5.722768306732178,2,197
75277,30,1,6.292054653167725,2,228
51590,25,1,5.722768306732178,1,260
90693,25,1,6.292054653167725,1,219
76777,25,1,6.292054653167725,1,211
67814,40,1,6.153413772583008,4,307
75294,40,1,5.722768306732178,4,335
19232,25,1,6.292054653167725,1,229
80366,25,1,5.292153835296631,1,238
65755,35,1,5.292153835296631,3,201
53869,30,1,6.153413772583008,2,181
83076,35,1,6.153413772583008,3,306
2784,50,1,6.292054653167725,4,348
10670,45,1,6.292054653167725,4,227
75181,30,1,5.974677085876465,2,306
25770,30,1,5.292153835296631,2,290
80800,35,1,6.153413772583008,3,349
2131,45,1,5.974677085876465,4,257
18507,35,1,6.292054653167725,3,327
71914,40,1,5.974677085876465,4,295
10699,25,1,5.722768306732178,1,166
72733,40,1,6.292054653167725,4,361
5770,35,1,5.974677085876465,3,174
56865,30,1,6.153413772583008,2,166
45643,30,1,5.974677085876465,2,328
62558,40,1,5.974677085876465,4,332
62016,40,1,5.974677085876465,4,291
82255,35,1,6.153413772583008,3,255
